landing distance,landing direction,bot x velocity,bot y velocity,rpm,angle,speed
3.6408703998853933,0.0,0.0,0.0,5700.0,4.5,8.307111805619458
3.641703479404556,0.0,0.0,0.0,5750.0,4.5,8.305214499210894
3.7062200777269876,180.0,0.0,0.0,4050.0,5.5,7.196556969191214
3.7144189618662597,0.0,0.0,0.0,4350.0,4.0,7.56786362711718
3.8116738590163104,180.0,0.0,0.0,4100.0,5.5,7.263669424424471
3.8506455808609106,0.0,0.0,0.0,4400.0,4.0,7.622428852961011
3.913310644392078,180.0,0.0,0.0,4150.0,5.5,7.3286906747594855
3.9748434480193837,0.0,0.0,0.0,4450.0,4.0,7.674902873906605
4.011341231438557,180.0,0.0,0.0,4200.0,5.5,7.391620720196265
4.089715398971521,0.0,0.0,0.0,4500.0,4.0,7.7252856899539655
4.1059243018543725,180.0,0.0,0.0,4250.0,5.5,7.452459560734805
4.196895202909502,0.0,0.0,0.0,4550.0,4.0,7.773577301103085
4.1971805778436915,180.0,0.0,0.0,4300.0,5.5,7.511207196375114
4.285202586014184,180.0,0.0,0.0,4350.0,5.5,7.56786362711718
4.2974507836299765,0.0,0.0,0.0,4600.0,4.0,7.819777707353968
4.370061572367255,180.0,0.0,0.0,4400.0,5.5,7.622428852961011
4.3921194206473055,0.0,0.0,0.0,4650.0,4.0,7.8638869087066166
4.451812511116649,180.0,0.0,0.0,4450.0,5.5,7.674902873906605
4.4814310377097195,0.0,0.0,0.0,4700.0,4.0,7.905904905161027
4.530497807099979,180.0,0.0,0.0,4500.0,5.5,7.7252856899539655
4.565778444432746,0.0,0.0,0.0,4750.0,4.0,7.945831696717198
4.6061500965622395,180.0,0.0,0.0,4550.0,5.5,7.773577301103085
4.645459967515996,0.0,0.0,0.0,4800.0,4.0,7.983667283375134
4.678794325451336,180.0,0.0,0.0,4600.0,5.5,7.819777707353968
4.720706654207441,0.0,0.0,0.0,4850.0,4.0,8.019411665134834
4.7484493930736775,180.0,0.0,0.0,4650.0,5.5,7.8638869087066166
4.791700346544475,0.0,0.0,0.0,4900.0,4.0,8.053064841996296
4.815129428468157,180.0,0.0,0.0,4700.0,5.5,7.905904905161027
4.858586121161037,0.0,0.0,0.0,4950.0,4.0,8.084626813959519
4.878844792156463,180.0,0.0,0.0,4750.0,5.5,7.945831696717198
4.921481047227941,0.0,0.0,0.0,5000.0,4.0,8.114097581024506
4.939602872405287,180.0,0.0,0.0,4800.0,5.5,7.983667283375134
4.980480503513701,0.0,0.0,0.0,5050.0,4.0,8.14147714319126
4.997408723065568,180.0,0.0,0.0,4850.0,5.5,8.019411665134834
5.035662889642081,0.0,0.0,0.0,5100.0,4.0,8.166765500459773
5.0522655780294965,180.0,0.0,0.0,4900.0,5.5,8.053064841996296
5.087093147167484,0.0,0.0,0.0,5150.0,4.0,8.189962652830049
5.104175268715989,180.0,0.0,0.0,4950.0,5.5,8.084626813959519
5.134825448440695,0.0,0.0,0.0,5200.0,4.0,8.211068600302092
5.153138564715476,180.0,0.0,0.0,5000.0,5.5,8.114097581024506
5.178905278066006,0.0,0.0,0.0,5250.0,4.0,8.230083342875893
5.199155453097002,180.0,0.0,0.0,5050.0,5.5,8.14147714319126
5.219371063500431,0.0,0.0,0.0,5300.0,4.0,8.24700688055146
5.242225368429325,180.0,0.0,0.0,5100.0,5.5,8.166765500459773
5.256255465909108,0.0,0.0,0.0,5350.0,4.0,8.261839213328788
5.282347382966554,180.0,0.0,0.0,5150.0,5.5,8.189962652830049
5.289586411471711,0.0,0.0,0.0,5400.0,4.0,8.274580341207882
5.3193879218883975,0.0,0.0,0.0,5450.0,4.0,8.285230264188737
5.319520364467672,180.0,0.0,0.0,5200.0,5.5,8.211068600302092
5.345680787697852,0.0,0.0,0.0,5500.0,4.0,8.293788982271355
5.353743107596681,180.0,0.0,0.0,5250.0,5.5,8.230083342875893
5.368483117164548,0.0,0.0,0.0,5550.0,4.0,8.300256495455738
5.38501444366913,180.0,0.0,0.0,5300.0,5.5,8.24700688055146
5.387810785589769,0.0,0.0,0.0,5600.0,4.0,8.304632803741882
5.403677804065285,0.0,0.0,0.0,5650.0,4.0,8.306917907129789
5.4133333325869035,180.0,0.0,0.0,5350.0,5.5,8.261839213328788
5.416096622318875,0.0,0.0,0.0,5700.0,4.0,8.307111805619458
5.418751468901981,0.0,0.0,0.0,6000.0,4.0,8.264359893694506
5.425078376983112,0.0,0.0,0.0,5750.0,4.0,8.305214499210894
5.426821819425658,0.0,0.0,0.0,5950.0,4.0,8.276713224594259
5.430633094061758,0.0,0.0,0.0,5800.0,4.0,8.30122598790409
5.4314969130942465,0.0,0.0,0.0,5900.0,4.0,8.28697535059577
5.432769852365985,0.0,0.0,0.0,5850.0,4.0,8.295146271699048
5.438698940075252,180.0,0.0,0.0,5400.0,5.5,8.274580341207882
5.461110702739456,180.0,0.0,0.0,5450.0,5.5,8.285230264188737
5.4805683830469984,180.0,0.0,0.0,5500.0,5.5,8.293788982271355
5.497072116065688,180.0,0.0,0.0,5550.0,5.5,8.300256495455738
5.5106224488429625,180.0,0.0,0.0,5600.0,5.5,8.304632803741882
5.512927048651024,180.0,0.0,0.0,6000.0,5.5,8.264359893694506
5.5212203742222945,180.0,0.0,0.0,5650.0,5.5,8.306917907129789
5.52292560401389,180.0,0.0,0.0,5950.0,5.5,8.276713224594259
5.528867359671356,180.0,0.0,0.0,5700.0,5.5,8.307111805619458
5.52999315124199,180.0,0.0,0.0,5900.0,5.5,8.28697535059577
5.53356537205837,180.0,0.0,0.0,5750.0,5.5,8.305214499210894
5.534124965131968,180.0,0.0,0.0,5850.0,5.5,8.295146271699048
5.535316898662625,180.0,0.0,0.0,5800.0,5.5,8.30122598790409
